authors,bbox,created,creators,currentVersion,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,modified,path,pid,reprLat,reprLatLong,reprLong,timePeriods,timePeriodsKeys,timePeriodsRange,title,uid,TypesOfFeature,continent,country,hasConnectionsWith,connectsWith,DeltaAge,noOfFeaturesBuiltByHuman,natureFeatures
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-3.692715, 37.741633, -3.692715, 37.741633",2011-03-10T00:14:06Z,P.O. Spann,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-3.692715, 37.741633]}",darmc-location-20483,precise,representative,640,-330,2012-02-14T22:51:59Z,/places/265970/darmc-location-20483,265970,37.741633,"37.741633,-3.692715",-3.692715,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARMC location 20483,9d00c245be27a65f5ce623063d5d1e01,Water Source,Unlocated,Unlocated,,,400,,
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-4.052078, 38.155628, -4.052078, 38.155628",2011-08-02T20:22:26Z,P.O. Spann,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-4.052078, 38.155628]}",darmc-location-29569,precise,representative,300,-330,2012-02-14T22:52:00Z,/places/265973/darmc-location-29569,265973,38.155628,"38.155628,-4.052078",-4.052078,HR,"hellenistic-republican,roman","-330.0,300.0",DARMC location 29569,45b42d2e536a775d63c9dfee0d2980fb,Landform,Europe,France,,,400,1523,535
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-4.601944, 37.350654, -4.601944, 37.350654",2011-03-10T00:14:55Z,P.O. Spann,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-4.601944, 37.350654]}",darmc-location-20501,precise,representative,300,-330,2012-02-14T22:52:02Z,/places/265975/darmc-location-20501,265975,37.350654,"37.350654,-4.601944",-4.601944,HR,"hellenistic-republican,roman","-330.0,300.0",DARMC location 20501,8feafbf5b5f55517a26b7e2f4118c4b3,Landform,Africa,Egypt,,912841,400,166,72
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-2.812733, 36.775074, -2.812733, 36.775074",2011-03-09T23:52:42Z,P.O. Spann,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-2.812733, 36.775074]}",darmc-location-19821,precise,representative,300,-330,2012-02-14T22:52:02Z,/places/265977/darmc-location-19821,265977,36.775074,"36.775074,-2.812733",-2.812733,HR,"hellenistic-republican,roman","-330.0,300.0",DARMC location 19821,e9aaefcb603bc9b013c0476e17cd50b2,Water Source,Unlocated,Unlocated,,,400,,
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-2.86232, 39.98188, -2.86232, 39.98188",2011-03-10T00:16:37Z,P.O. Spann,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-2.86232, 39.98188]}",darmc-location-20544,precise,representative,300,-30,2012-02-14T22:52:04Z,/places/265983/darmc-location-20544,265983,39.98188,"39.98188,-2.86232",-2.86232,R,roman,"-30.0,300.0",DARMC location 20544,11a0bc3e9a662835102f12cfbcc28cd1,Water Source,Asia,Iran,,,400,412,149
"Spann, P., R. Warner, R. Talbert, T. Elliott, S. Gillies","-4.0, 38.0, -3.0, 39.0",2010-09-24T19:04:43Z,P.O. Spann,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[-4.0, 38.0], [-4.0, 39.0], [-3.0, 39.0], [-3.0, 38.0], [-4.0, 38.0]]]}",batlas-location,rough,representative,300,-330,2012-02-14T22:52:08Z,/places/265989/batlas-location,265989,38.5,"38.5,-3.5",-3.5,HR,"hellenistic-republican,roman","-330.0,300.0",Barrington Atlas location,d60e1101557d480826d2175d939664c1,Landform,Unlocated,Unlocated,,"893,951,633,091,638,000,000,000,000,000,000",400,,
"Becker, J.","-3.7256823, 38.7606439, -3.7256823, 38.7606439",2014-07-20T02:37:31Z,jbecker,2,Representative location based on OpenStreetMap,"settlement,","{""type"": ""Point"", ""coordinates"": [-3.7256823, 38.7606439]}",osm-location,precise,representative,640,-330,2018-09-25T22:06:13Z,/places/265990/osm-location,265990,38.7606439,"38.7606439,-3.7256823",-3.7256823,HL,"hellenistic-roman-early-empire,late-antique","-330.0,640.0","OSM location of Zuqueca, GranÃ¡tula de Calatrava",eed3cd487ecc2074fb248aec1d6b64a4,Water Source,Unlocated,Unlocated,,756512,400,,
"Spann, P., R. Warner, R. Talbert, T. Elliott, S. Gillies","-3.0, 37.0, -2.0, 38.0",2010-09-24T19:04:47Z,P.O. Spann,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[-3.0, 37.0], [-3.0, 38.0], [-2.0, 38.0], [-2.0, 37.0], [-3.0, 37.0]]]}",batlas-location,rough,representative,300,-330,2012-02-14T22:52:10Z,/places/265992/batlas-location,265992,37.5,"37.5,-2.5",-2.5,HR,"hellenistic-republican,roman","-330.0,300.0",Barrington Atlas location,16d7d166e4e4c5dd7213f2d651fdb4c3,Water Source,Unlocated,Unlocated,,,400,,
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-3.560303, 37.848915, -3.560303, 37.848915",2011-03-09T18:37:11Z,P.O. Spann,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-3.560303, 37.848915]}",darmc-location-893,precise,representative,640,-30,2012-02-14T22:52:11Z,/places/265994/darmc-location-893,265994,37.848915,"37.848915,-3.560303",-3.560303,RL,"roman,late-antique","-30.0,640.0",DARMC location 893,77ea7ee05ae3477b360d3b1d0643aa89,Water Source,Unlocated,Unlocated,,481818,400,,
"Becker, J.","-3.0794566, 37.8858685, -3.0794566, 37.8858685",2013-08-13T04:06:35Z,jbecker,2,Representative location based on OpenStreetMap,villa,"{""type"": ""Point"", ""coordinates"": [-3.0794566, 37.8858685]}",location-of-villa-romana-de-brunel,precise,representative,640,-30,2020-03-16T17:57:26Z,/places/265996/location-of-villa-romana-de-brunel,265996,37.8858685,"37.8858685,-3.0794566",-3.0794566,RL,"roman,late-antique","-30.0,640.0",OSM location of Villa romana de BruÃ±el,3c98633c23c349aa3c82192e60d7976c,Landform,Unlocated,Unlocated,,403222,400,,
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","2.649993, 39.569443, 2.649993, 39.569443",2011-08-02T20:51:59Z,P.O. Spann,1,1:1 million scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,"{""type"": ""Point"", ""coordinates"": [2.649993, 39.569443]}",darmc-location-10907,precise,representative,640,-330,2018-06-08T00:41:54Z,/places/265998/darmc-location-10907,265998,39.569443,"39.569443,2.649993",2.649993,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARMC location 10907,bb87e89a17ee5eb77e883cf96a40b61a,"Water Source,Landform",Unlocated,Unlocated,,,400,,
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-3.168573, 37.293649, -3.168573, 37.293649",2011-03-10T00:23:46Z,P.O. Spann,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-3.168573, 37.293649]}",darmc-location-21031,precise,representative,640,-30,2012-02-14T22:52:15Z,/places/266000/darmc-location-21031,266000,37.293649,"37.293649,-3.168573",-3.168573,RL,"roman,late-antique","-30.0,640.0",DARMC location 21031,81daa8259c4b1bfc9102efb0dedd238a,Landform,Unlocated,Unlocated,,,400,,
"Spann, P., R. Warner, R. Talbert, T. Elliott, S. Gillies","0.0, 38.0, 1.0, 39.0",2010-09-24T19:05:02Z,P.O. Spann,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[0.0, 38.0], [0.0, 39.0], [1.0, 39.0], [1.0, 38.0], [0.0, 38.0]]]}",batlas-location,rough,representative,300,-330,2012-02-14T22:52:17Z,/places/266002/batlas-location,266002,38.5,"38.5,0.5",0.5,HR,"hellenistic-republican,roman","-330.0,300.0",Barrington Atlas location,220b262afc545a940078a2265ba074a1,Landform,Unlocated,Unlocated,,,400,,
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-2.806268, 38.618079, -2.806268, 38.618079",2011-03-10T00:24:14Z,P.O. Spann,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-2.806268, 38.618079]}",darmc-location-21047,precise,representative,640,-30,2012-02-14T22:52:22Z,/places/266009/darmc-location-21047,266009,38.618079,"38.618079,-2.806268",-2.806268,RL,"roman,late-antique","-30.0,640.0",DARMC location 21047,63eeef343b4849ea14bdb7af07920782,Water Source,Unlocated,Unlocated,,,400,,
"Becker, J.","-0.14602, 39.8329431, -0.14602, 39.8329431",2015-08-08T22:17:02Z,jbecker,2,Representative location based on OpenStreetMap,villa,"{""type"": ""Point"", ""coordinates"": [-0.14602, 39.8329431]}",osm-location-of-roman-villa,precise,representative,640,-30,2021-02-20T12:53:25Z,/places/266010/osm-location-of-roman-villa,266010,39.8329431,"39.8329431,-0.14602",-0.14602,R,roman-early-empire-late-antique,"-30.0,640.0","OSM location of Pujol de BenicatÃ³, Nules",c05821013dc964c3f9aaed7c1b71409f,Water Source,Unlocated,Unlocated,,,400,,
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-2.686169, 37.431584, -2.686169, 37.431584",2011-08-17T22:16:25Z,P.O. Spann,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-2.686169, 37.431584]}",darmc-location-29424,precise,representative,300,-330,2012-02-14T22:52:23Z,/places/266012/darmc-location-29424,266012,37.431584,"37.431584,-2.686169",-2.686169,HR,"hellenistic-republican,roman","-330.0,300.0",DARMC location 29424,4ad562e1af4b2ac1fba5d9c2f2dd77a7,Landform,Unlocated,Unlocated,,,400,,
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-0.651476, 40.189944, -0.651476, 40.189944",2011-03-09T18:59:33Z,P.O. Spann,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-0.651476, 40.189944]}",darmc-location-3498,precise,representative,300,-30,2012-02-14T22:52:24Z,/places/266014/darmc-location-3498,266014,40.189944,"40.189944,-0.651476",-0.651476,R,roman,"-30.0,300.0",DARMC location 3498,fdbf6ce5d73823a9796fde161ac9576c,Water Source,Unlocated,Unlocated,,,400,,
"Becker, J.","-4.0896184, 37.4430896, -4.0896184, 37.4430896",2019-06-11T19:33:12Z,jbecker,1,Representative location based on OpenStreetMap.,villa,"{""type"": ""Point"", ""coordinates"": [-4.0896184, 37.4430896]}",osm-location-of-villa-romana-el-ruedo,precise,representative,640,-30,2019-06-11T19:36:18Z,/places/266015/osm-location-of-villa-romana-el-ruedo,266015,37.4430896,"37.4430896,-4.0896184",-4.0896184,RL,"roman,late-antique","-30.0,640.0","OSM location of Villa Romana ""El Ruedo""",981322d43b9f4c2dbc3e0ed671525324,Landform,Unlocated,Unlocated,,,400,,
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-4.50716, 38.005797, -4.50716, 38.005797",2011-03-09T18:55:20Z,P.O. Spann,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-4.50716, 38.005797]}",darmc-location-3067,precise,representative,300,-330,2012-02-14T22:52:26Z,/places/266017/darmc-location-3067,266017,38.005797,"38.005797,-4.50716",-4.50716,HR,"hellenistic-republican,roman","-330.0,300.0",DARMC location 3067,9538d9cc7b60627e4e255f6a779c9f01,Landform,Unlocated,Unlocated,,,400,,
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-0.515639, 38.988847, -0.515639, 38.988847",2011-03-09T18:55:24Z,P.O. Spann,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-0.515639, 38.988847]}",darmc-location-3069,precise,representative,640,-330,2012-02-14T22:52:27Z,/places/266018/darmc-location-3069,266018,38.988847,"38.988847,-0.515639",-0.515639,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARMC location 3069,5abe670b4e49813f2616cda3780933ae,Water Source,Europe,Italy,,,400,1523,535
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-0.278581, 39.680194, -0.278581, 39.680194",2011-03-10T00:25:26Z,P.O. Spann,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-0.278581, 39.680194]}",darmc-location-21086,precise,representative,640,-30,2012-02-14T22:52:29Z,/places/266020/darmc-location-21086,266020,39.680194,"39.680194,-0.278581",-0.278581,RL,"roman,late-antique","-30.0,640.0",DARMC location 21086,0724ae39165d79c0debe931f819494f4,Water Source,Europe,France,,393469,400,1523,535
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-0.278608, 39.680031, -0.278608, 39.680031",2011-03-09T18:55:25Z,P.O. Spann,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-0.278608, 39.680031]}",darmc-location-3070,precise,representative,640,-550,2012-02-14T22:52:29Z,/places/266021/darmc-location-3070,266021,39.680031,"39.680031,-0.278608",-0.278608,CHRL,"classical,hellenistic-republican,roman,late-antique","-550.0,640.0",DARMC location 3070,da97a0d219b429ec1d44997e38c1fb58,Water Source,Europe,Italy,,,400,1523,535
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-1.920214, 38.866536, -1.920214, 38.866536",2011-03-09T18:55:31Z,P.O. Spann,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-1.920214, 38.866536]}",darmc-location-3073,precise,representative,300,-30,2012-02-14T22:52:31Z,/places/266023/darmc-location-3073,266023,38.866536,"38.866536,-1.920214",-1.920214,R,roman,"-30.0,300.0",DARMC location 3073,77d77b7d833ceda5a432d7f7481c9807,Water Source,Europe,Italy,,,400,1523,535
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-1.722773, 38.918645, -1.722773, 38.918645",2011-03-09T18:55:51Z,P.O. Spann,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-1.722773, 38.918645]}",darmc-location-3090,precise,representative,640,-330,2012-02-14T22:52:32Z,/places/266025/darmc-location-3090,266025,38.918645,"38.918645,-1.722773",-1.722773,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARMC location 3090,5d088ad5114d3c1980629e7e170c1811,Water Source,Europe,Italy,385838,"788,760,849,383,708",400,1523,535
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","4.087751, 40.071126, 4.087751, 40.071126",2011-08-02T20:20:26Z,P.O. Spann,1,1:1 million scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,"{""type"": ""Point"", ""coordinates"": [4.087751, 40.071126]}",darmc-location-13096,precise,representative,640,-330,2018-06-08T11:04:54Z,/places/266026/darmc-location-13096,266026,40.071126,"40.071126,4.087751",4.087751,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARMC location 13096,d7ff5dea393954fad74a3f0db0c3a6a0,Water Source,Europe,Italy,,,400,1523,535
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-1.47893, 40.370824, -1.47893, 40.370824",2011-03-10T01:31:41Z,P.O. Spann,1,Point location,unknown,"{""type"": ""Point"", ""coordinates"": [-1.47893, 40.370824]}",darmc-location-23103,precise,representative,640,300,2012-02-14T22:52:34Z,/places/266027/darmc-location-23103,266027,40.370824,"40.370824,-1.47893",-1.47893,L,late-antique,"300.0,640.0",DARMC location 23103,cb9d116a9b610d6af8d4d94602f2699b,Landform,Unlocated,Unlocated,"383,570,383,704",393469,400,,
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-3.10185, 38.028219, -3.10185, 38.028219",2011-03-09T18:55:15Z,P.O. Spann,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-3.10185, 38.028219]}",darmc-location-3064,precise,representative,300,-30,2012-02-14T22:52:35Z,/places/266029/darmc-location-3064,266029,38.028219,"38.028219,-3.10185",-3.10185,R,roman,"-30.0,300.0",DARMC location 3064,a94c8261d8eb1f74b257c5a32da74a7a,Water Source,Unlocated,Unlocated,385065,393469,400,,
"Spann, P., R. Warner, R. Talbert, T. Elliott, S. Gillies","-1.0, 37.0, 0.0, 38.0",2010-09-24T19:05:43Z,P.O. Spann,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[-1.0, 37.0], [-1.0, 38.0], [0.0, 38.0], [0.0, 37.0], [-1.0, 37.0]]]}",batlas-location,rough,representative,300,-30,2012-02-14T22:52:36Z,/places/266030/batlas-location,266030,37.5,"37.5,-0.5",-0.5,R,roman,"-30.0,300.0",Barrington Atlas location,d3f440227f8b5cd89222f137bd845f40,Water Source,Unlocated,Unlocated,,393469,400,,
"Spann, P., R. Warner, R. Talbert, T. Elliott, S. Gillies","-1.0, 37.0, 0.0, 38.0",2010-09-24T19:05:44Z,P.O. Spann,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[-1.0, 37.0], [-1.0, 38.0], [0.0, 38.0], [0.0, 37.0], [-1.0, 37.0]]]}",batlas-location,rough,representative,300,-330,2012-02-14T22:52:37Z,/places/266032/batlas-location,266032,37.5,"37.5,-0.5",-0.5,HR,"hellenistic-republican,roman","-330.0,300.0",Barrington Atlas location,d3051b98cb0793eb08384fc3854115de,Water Source,Europe,Italy,,,400,1523,535
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-0.138097, 39.959582, -0.138097, 39.959582",2011-03-09T23:56:15Z,P.O. Spann,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-0.138097, 39.959582]}",darmc-location-19870,precise,representative,640,-330,2012-02-14T22:52:38Z,/places/266034/darmc-location-19870,266034,39.959582,"39.959582,-0.138097",-0.138097,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARMC location 19870,24a9c5965768602a52754ae35daa75ff,Water Source,Unlocated,Unlocated,,,400,,
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-1.418729, 38.239102, -1.418729, 38.239102",2011-03-09T18:59:42Z,P.O. Spann,1,1:1 million scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,"{""type"": ""Point"", ""coordinates"": [-1.418729, 38.239102]}",darmc-location-3516,precise,representative,300,-330,2018-06-07T22:57:02Z,/places/266035/darmc-location-3516,266035,38.239102,"38.239102,-1.418729",-1.418729,HR,"hellenistic-republican,roman","-330.0,300.0",DARMC location 3516,525a2644296df1707c0a33639a188155,Water Source,Europe,Italy,,,400,1523,535
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-2.81302, 39.885321, -2.81302, 39.885321",2011-03-09T18:59:43Z,P.O. Spann,1,1:1 million scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,"{""type"": ""Point"", ""coordinates"": [-2.81302, 39.885321]}",darmc-location-3517,precise,representative,640,-330,2018-06-07T20:36:24Z,/places/266036/darmc-location-3517,266036,39.885321,"39.885321,-2.81302",-2.81302,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARMC location 3517,8062a83499e62eb5d8e9525756970a25,Water Source,Europe,Italy,,,400,1523,535
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-3.587137, 36.74623, -3.587137, 36.74623",2011-03-09T23:56:28Z,P.O. Spann,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-3.587137, 36.74623]}",darmc-location-19872,precise,representative,300,-30,2012-02-14T22:52:41Z,/places/266037/darmc-location-19872,266037,36.74623,"36.74623,-3.587137",-3.587137,R,roman,"-30.0,300.0",DARMC location 19872,48ac0073e2fcdc21160580c914744f70,Water Source,Unlocated,Unlocated,,,400,,
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-3.690755, 36.734589, -3.690755, 36.734589",2011-03-09T19:00:08Z,P.O. Spann,1,1:1 million scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,"{""type"": ""Point"", ""coordinates"": [-3.690755, 36.734589]}",darmc-location-3539,precise,representative,640,-750,2018-06-07T20:33:30Z,/places/266038/darmc-location-3539,266038,36.734589,"36.734589,-3.690755",-3.690755,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",DARMC location 3539,11ff2d7e325df0b48c4eac8fcedd0ca1,Water Source,Unlocated,Unlocated,,393469,400,,
"Spann, P., D. R. Talbert, T. Elliott, S. Gillies","-2.762919, 36.835734, -2.762919, 36.835734",2011-03-09T23:40:59Z,P.O. Spann,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-2.762919, 36.835734]}",darmc-location-19531,precise,representative,300,-330,2012-02-14T22:52:44Z,/places/266039/darmc-location-19531,266039,36.835734,"36.835734,-2.762919",-2.762919,HR,"hellenistic-republican,roman","-330.0,300.0",DARMC location 19531,b859fa8f3b7adabc88379d010db63149,Water Source,Europe,Italy,,,400,1523,535
