description,featureType,locationPrecision,locationType,TypesOfFeature,country,noOfFeaturesBuiltByHuman,natureFeatures,continent,eras,deltaAge,reprLat,reprLong,minDate,maxDate
Roughly located within a bounding box,unknown,rough,representative,Landform,Greece,1523,535,Europe,Classical Era,670,38.5,-1,-30,640
Roughly located within a bounding box,unknown,rough,representative,Water Source,Unlocated,,,Europe,Classical Era,670,38.5,-1,-30,640
Roughly located within a bounding box,unknown,rough,representative,Small comunities,Unlocated,,,Europe,Classical Era,970,38.5,-1,-330,640
Roughly located within a bounding box,unknown,rough,representative,Landform,Unlocated,,,Europe,Classical Era,670,38.5,-1,-30,640
Roughly located within a bounding box,unknown,rough,representative,Landform,Unlocated,,,Europe,Classical Era,670,38.5,-1,-30,640
Roughly located within a bounding box,unknown,rough,representative,Landform,Unlocated,,,Europe,Classical Era,630,38.5,-1,-330,300
Roughly located within a bounding box,unknown,rough,representative,Landform,Unlocated,,,Europe,Classical Era,670,38.5,-1,-30,640
Roughly located within a bounding box,unknown,rough,representative,Water Source,Unlocated,,,Europe,Classical Era,670,38.5,-1,-30,640
Roughly located within a bounding box,unknown,rough,representative,Landform,Unlocated,,,Europe,Classical Era,670,38.5,-1,-30,640
,unknown,unlocated,representative,Landform,Russia,412,149,Africa,Classical Era,340,,,300,640
,unknown,unlocated,representative,Landform,Russia,412,149,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Russia,412,149,Africa,Classical Era,670,,,-30,640
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Russia,412,149,Africa,Classical Era,300,,,-330,-30
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,300,,,-330,-30
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,United Kingdom,1523,535,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Small comunities,United Kingdom,1523,535,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Cultural Construction,United Kingdom,1523,535,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,630,,,-330,300
,unknown,unlocated,representative,Landform,United Kingdom,1523,535,Africa,Classical Era,670,,,-30,640
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,300,,,-330,-30
,unknown,unlocated,representative,Small comunities,United Kingdom,1523,535,Africa,Classical Era,630,,,-330,300
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,United Kingdom,1523,535,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Water Source,Turkey,412,149,Africa,Classical Era,300,,,-330,-30
,unknown,unlocated,representative,Water Source,United Kingdom,1523,535,Africa,Classical Era,220,,,-550,-330
,unknown,unlocated,representative,Water Source,Unlocated,,,Africa,Classical Era,630,,,-330,300
,unknown,unlocated,representative,Water Source,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Russia,412,149,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Ukraine,1523,535,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Water Source,Russia,412,149,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Water Source,Russia,412,149,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Russia,412,149,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Water Source,Russia,412,149,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Small comunities,Turkey,412,149,Africa,Classical Era,220,,,-550,-330
,unknown,unlocated,representative,Water Source,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,630,,,-330,300
,unknown,unlocated,representative,Water Source,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Uganda,166,72,Africa,Classical Era,330,,,-30,300
"Representative point location of modern AlbarracÃ­n, Spain, which is thought to be associated with ancient Lobeton. The poit is based on a node derived from OpenStreetMap.",settlement-modern,precise,associated_modern,Small comunities,Unlocated,,,Europe,Early Middle Ages ,1460,40.4072825,-1.4442792,640,2100
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,300,,,-330,-30
,unknown,unlocated,representative,Water Source,Turkey,412,149,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Turkey,412,149,Africa,Classical Era,520,,,-550,-30
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Water Source,Unlocated,,,Africa,Classical Era,220,,,-550,-330
,unknown,unlocated,representative,Water Source,Unlocated,,,Africa,Classical Era,300,,,-330,-30
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Water Source,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Water Source,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Water Source,Turkey,412,149,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Water Source,Unlocated,,,Africa,Classical Era,630,,,-330,300
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,340,,,300,640
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Water Source,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,300,,,-330,-30
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Landform,Bulgaria,1523,535,Africa,Classical Era,670,,,-30,640
,unknown,unlocated,representative,Landform,Bulgaria,1523,535,Africa,Classical Era,670,,,-30,640
,unknown,unlocated,representative,Water Source,Romania,1523,535,Africa,Classical Era,670,,,-30,640
,unknown,unlocated,representative,Landform,Romania,1523,535,Africa,Classical Era,300,,,-330,-30
,unknown,unlocated,representative,Landform,Bulgaria,1523,535,Africa,,0,,,,
,unknown,unlocated,representative,Landform,Bulgaria,1523,535,Africa,,0,,,,
,unknown,unlocated,representative,Landform,Bulgaria,1523,535,Africa,,0,,,,
,unknown,unlocated,representative,Small comunities,Romania,1523,535,Africa,,0,,,,
,unknown,unlocated,representative,Water Source,Bulgaria,1523,535,Africa,,0,,,,
,unknown,unlocated,representative,Landform,Bulgaria,1523,535,Africa,,0,,,,
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Water Source,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Water Source,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Water Source,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Water Source,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Water Source,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Water Source,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Construction,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Cultural Construction,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Cultural Construction,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Cultural Construction,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Landform,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Water Source,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Water Source,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Small comunities,Russia,412,149,Africa,,0,,,,
,unknown,unlocated,representative,Water Source,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,,0,,,,
Coordinates following GeoHack.,"mountain,",precise,representative,Water Source,Unlocated,,,Africa,Classical Era,2650,35.9,-5.283333,-550,2100
500K scale point location,unknown,precise,representative,Water Source,Unlocated,,,Africa,Classical Era,670,35.149999,-5.959999,-30,640
500K scale point location,unknown,precise,representative,Water Source,Unlocated,,,Africa,Classical Era,330,35.508424,-5.839493,-30,300
,unknown,rough,representative,Water Source,Unlocated,,,Africa,Classical Era,670,35.25,-5.75,-30,640
500K scale point location,unknown,precise,representative,Landform,Unlocated,,,Africa,Classical Era,330,35.659998,-5.83,-30,300
500K scale point location,unknown,precise,representative,Water Source,Unlocated,,,Africa,Classical Era,330,33.991731,-6.752441,-30,300
Point location,unknown,precise,representative,Water Source,Unlocated,,,Africa,Classical Era,670,35.636653,-5.924985,-30,640
500K scale point location,unknown,precise,representative,Water Source,Unlocated,,,Africa,Classical Era,330,35.170026,-6.010001,-30,300
500K scale point location,unknown,precise,representative,Water Source,Unlocated,,,Africa,Classical Era,330,34.111025,-5.507561,-30,300
500K scale point location,unknown,precise,representative,Water Source,Unlocated,,,Africa,Classical Era,330,34.154176,-5.48348,-30,300
500K scale point location,unknown,precise,representative,Landform,Unlocated,,,Africa,Classical Era,330,34.162287,-5.505728,-30,300
Point location,unknown,precise,representative,Landform,Unlocated,,,Africa,Classical Era,330,34.14657,-5.800742,-30,300
,unknown,rough,representative,Water Source,Unlocated,,,Africa,Classical Era,670,35.75,-5.25,-30,640
,unknown,rough,representative,Water Source,Unlocated,,,Africa,Classical Era,670,35.75,-5.25,-30,640
500K scale point location,unknown,precise,representative,Water Source,France,1523,535,Africa,Classical Era,330,34.911715,-5.913774,-30,300
500K scale point location,unknown,precise,representative,Landform,Unlocated,,,Africa,Classical Era,670,35.462278,-6.034773,-30,640
,unknown,rough,representative,Landform,Unlocated,,,Africa,Classical Era,670,33.75,-6.75,-30,640
500K scale point location,unknown,precise,representative,Water Source,Unlocated,,,Africa,Classical Era,850,34.601987,-6.115264,-550,300
